pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url
788,Tapu-Fini,Water,Fairy,70,75,115,95,130,85,570,1.3,21.2,257,misty-surge|telepathy,telepathy,gen-vii,True,False,False,purple,arms,no-eggs,,slow,3,70,Land Spirit Pokémon,412,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
789,Cosmog,Psychic,,43,29,31,29,31,37,200,0.2,0.1,40,unaware,,gen-vii,True,False,False,blue,ball,no-eggs,,slow,45,0,Nebula Pokémon,413,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
790,Cosmoem,Psychic,,43,29,131,29,131,37,400,0.1,999.9,140,sturdy,,gen-vii,True,False,False,blue,ball,no-eggs,,slow,45,0,Protostar Pokémon,413,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,680,3.4,230.0,306,full-metal-body,,gen-vii,True,False,False,white,quadruped,no-eggs,,slow,45,0,Sunne Pokémon,413,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,680,4.0,120.0,306,shadow-shield,,gen-vii,True,False,False,purple,wings,no-eggs,,slow,45,0,Moone Pokémon,413,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
793,Nihilego,Rock,Poison,109,53,47,127,131,103,570,1.2,55.5,257,beast-boost,,gen-vii,False,False,False,white,tentacles,no-eggs,,slow,45,0,Parasite Pokémon,414,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,570,2.4,333.6,257,beast-boost,,gen-vii,False,False,False,red,tentacles,no-eggs,,slow,45,0,Swollen Pokémon,415,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,570,1.8,25.0,257,beast-boost,,gen-vii,False,False,False,white,humanoid,no-eggs,,slow,45,0,Lissome Pokémon,416,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
796,Xurkitree,Electric,,83,89,71,173,71,83,570,3.8,100.0,257,beast-boost,,gen-vii,False,False,False,black,upright,no-eggs,,slow,45,0,Glowing Pokémon,417,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
797,Celesteela,Steel,Flying,97,101,103,107,101,61,570,9.2,999.9,257,beast-boost,,gen-vii,False,False,False,green,humanoid,no-eggs,,slow,45,0,Launch Pokémon,418,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
798,Kartana,Grass,Steel,59,181,131,59,31,109,570,0.3,0.1,257,beast-boost,,gen-vii,False,False,False,white,humanoid,no-eggs,,slow,45,0,Drawn Sword Pokémon,419,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,570,5.5,888.0,257,beast-boost,,gen-vii,False,False,False,black,upright,no-eggs,,slow,45,0,Junkivore Pokémon,420,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
800,Necrozma,Psychic,,97,107,101,127,89,79,600,2.4,230.0,270,prism-armor,,gen-vii,True,False,False,black,arms,no-eggs,,slow,255,0,Prism Pokémon,421,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
801,Magearna,Steel,Fairy,80,95,115,130,115,65,600,1.0,80.5,270,soul-heart,,gen-vii,False,True,False,gray,humanoid,no-eggs,,slow,3,0,Artificial Pokémon,422,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,600,0.7,22.2,270,technician,,gen-vii,False,True,False,gray,humanoid,no-eggs,,slow,3,0,Gloomdweller Pokémon,423,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
803,Poipole,Poison,,67,73,67,73,67,73,420,0.6,1.8,189,beast-boost,,gen-vii,False,False,False,purple,upright,no-eggs,,slow,45,0,Poison Pin Pokémon,424,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,540,3.6,150.0,243,beast-boost,,gen-vii,False,False,False,purple,wings,no-eggs,,slow,45,0,Poison Pin Pokémon,424,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
805,Stakataka,Rock,Steel,61,131,211,53,101,13,570,5.5,820.0,257,beast-boost,,gen-vii,False,False,False,gray,quadruped,no-eggs,,slow,30,0,Rampart Pokémon,425,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,570,1.8,13.0,257,beast-boost,,gen-vii,False,False,False,white,humanoid,no-eggs,,slow,30,0,Fireworks Pokémon,426,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
807,Zeraora,Electric,,88,112,75,102,80,143,600,1.5,44.5,270,volt-absorb,,gen-vii,False,True,False,yellow,humanoid,no-eggs,,slow,3,0,Thunderclap Pokémon,427,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
808,Meltan,Steel,,46,65,65,55,35,34,300,0.2,8.0,135,magnet-pull,,gen-vii,False,True,False,gray,ball,no-eggs,,slow,3,0,Hex Nut Pokémon,428,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
809,Melmetal,Steel,,135,143,143,80,65,34,600,2.5,800.0,270,iron-fist,,gen-vii,False,True,False,gray,humanoid,no-eggs,,slow,3,0,Hex Nut Pokémon,429,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
810,Grookey,Grass,,50,65,50,40,40,65,310,0.3,5.0,62,overgrow|grassy-surge,grassy-surge,gen-viii,False,False,False,green,upright,ground|plant,,medium-slow,45,50,Chimp Pokémon,430,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
811,Thwackey,Grass,,70,85,70,55,60,80,420,0.7,14.0,147,overgrow|grassy-surge,grassy-surge,gen-viii,False,False,False,green,upright,ground|plant,,medium-slow,45,50,Beat Pokémon,430,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
812,Rillaboom,Grass,,100,125,90,60,70,85,530,2.1,90.0,265,overgrow|grassy-surge,grassy-surge,gen-viii,False,False,False,green,humanoid,ground|plant,,medium-slow,45,50,Drummer Pokémon,430,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
813,Scorbunny,Fire,,50,71,40,40,40,69,310,0.3,4.5,62,blaze|libero,libero,gen-viii,False,False,False,white,upright,ground|humanshape,,medium-slow,45,50,Rabbit Pokémon,431,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
814,Raboot,Fire,,65,86,60,55,60,94,420,0.6,9.0,147,blaze|libero,libero,gen-viii,False,False,False,gray,upright,ground|humanshape,,medium-slow,45,50,Rabbit Pokémon,431,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
815,Cinderace,Fire,,80,116,75,65,75,119,530,1.4,33.0,265,blaze|libero,libero,gen-viii,False,False,False,white,upright,ground|humanshape,,medium-slow,45,50,Striker Pokémon,431,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
816,Sobble,Water,,50,40,40,70,40,70,310,0.3,4.0,62,torrent|sniper,sniper,gen-viii,False,False,False,blue,quadruped,water1|ground,,medium-slow,45,50,Water Lizard Pokémon,432,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
817,Drizzile,Water,,65,60,55,95,55,90,420,0.7,11.5,147,torrent|sniper,sniper,gen-viii,False,False,False,blue,upright,water1|ground,,medium-slow,45,50,Water Lizard Pokémon,432,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
818,Inteleon,Water,,70,85,65,125,65,120,530,1.9,45.2,265,torrent|sniper,sniper,gen-viii,False,False,False,blue,upright,water1|ground,,medium-slow,45,50,Secret Agent Pokémon,432,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
819,Skwovet,Normal,,70,55,55,35,35,25,275,0.3,2.5,55,cheek-pouch|gluttony,gluttony,gen-viii,False,False,False,brown,upright,ground,,medium,255,50,Cheeky Pokémon,433,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
820,Greedent,Normal,,120,95,95,55,75,20,460,0.6,6.0,161,cheek-pouch|gluttony,gluttony,gen-viii,False,False,False,brown,upright,ground,,medium,90,50,Greedy Pokémon,433,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
821,Rookidee,Flying,,38,47,35,33,35,57,245,0.2,1.8,49,keen-eye|unnerve|big-pecks,big-pecks,gen-viii,False,False,False,blue,wings,flying,,medium-slow,255,50,Tiny Bird Pokémon,434,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
822,Corvisquire,Flying,,68,67,55,43,55,77,365,0.8,16.0,128,keen-eye|unnerve|big-pecks,big-pecks,gen-viii,False,False,False,blue,wings,flying,,medium-slow,120,50,Raven Pokémon,434,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
823,Corviknight,Flying,Steel,98,87,105,53,85,67,495,2.2,75.0,248,pressure|unnerve|mirror-armor,mirror-armor,gen-viii,False,False,False,purple,wings,flying,,medium-slow,45,50,Raven Pokémon,434,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
824,Blipbug,Bug,,25,20,20,25,45,45,180,0.4,8.0,36,swarm|compound-eyes|telepathy,telepathy,gen-viii,False,False,False,blue,armor,bug,,medium,255,50,Larva Pokémon,435,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
825,Dottler,Bug,Psychic,50,35,80,50,90,30,335,0.4,19.5,117,swarm|compound-eyes|telepathy,telepathy,gen-viii,False,False,False,yellow,armor,bug,,medium,120,50,Radome Pokémon,435,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,505,0.4,40.8,253,swarm|frisk|telepathy,telepathy,gen-viii,False,False,False,red,wings,bug,,medium,45,50,Seven Spot Pokémon,435,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
827,Nickit,Dark,,40,28,28,47,52,50,245,0.6,8.9,49,run-away|unburden|stakeout,stakeout,gen-viii,False,False,False,brown,quadruped,ground,,fast,255,50,Fox Pokémon,436,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
828,Thievul,Dark,,70,58,58,87,92,90,455,1.2,19.9,159,run-away|unburden|stakeout,stakeout,gen-viii,False,False,False,brown,quadruped,ground,,fast,127,50,Fox Pokémon,436,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
829,Gossifleur,Grass,,40,40,60,40,60,10,250,0.4,2.2,50,cotton-down|regenerator|effect-spore,effect-spore,gen-viii,False,False,False,green,blob,plant,,medium,190,50,Flowering Pokémon,437,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
830,Eldegoss,Grass,,60,50,90,80,120,60,460,0.5,2.5,161,cotton-down|regenerator|effect-spore,effect-spore,gen-viii,False,False,False,green,blob,plant,,medium,75,50,Cotton Bloom Pokémon,437,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
831,Wooloo,Normal,,42,40,55,40,45,48,270,0.6,6.0,122,fluffy|run-away|bulletproof,bulletproof,gen-viii,False,False,False,white,quadruped,ground,,medium,255,50,Sheep Pokémon,438,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
832,Dubwool,Normal,,72,80,100,60,90,88,490,1.3,43.0,172,fluffy|steadfast|bulletproof,bulletproof,gen-viii,False,False,False,white,quadruped,ground,,medium,127,50,Sheep Pokémon,438,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
